frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"40","May 16, 2008 10:05:38.266674000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"41","May 16, 2008 10:05:38.266695000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"42","May 16, 2008 10:05:38.266704000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"43","May 16, 2008 10:05:38.275793000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"44","May 16, 2008 10:05:38.275808000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"45","May 16, 2008 10:05:38.275816000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"46","May 16, 2008 10:05:38.283038000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"47","May 16, 2008 10:05:38.283055000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"48","May 16, 2008 10:05:38.283061000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"49","May 16, 2008 10:05:38.290639000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"50","May 16, 2008 10:05:38.290659000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"51","May 16, 2008 10:05:38.290667000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"52","May 16, 2008 10:05:38.297849000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"53","May 16, 2008 10:05:38.297865000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"54","May 16, 2008 10:05:38.297874000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"55","May 16, 2008 10:05:38.305429000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"56","May 16, 2008 10:05:38.305449000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"57","May 16, 2008 10:05:38.305458000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"58","May 16, 2008 10:05:38.312612000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"59","May 16, 2008 10:05:38.312627000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"60","May 16, 2008 10:05:38.312637000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"61","May 16, 2008 10:05:38.320267000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"62","May 16, 2008 10:05:38.320282000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"63","May 16, 2008 10:05:38.320290000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"64","May 16, 2008 10:05:38.327455000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"65","May 16, 2008 10:05:38.327467000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"66","May 16, 2008 10:05:38.327473000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"67","May 16, 2008 10:05:38.335468000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"68","May 16, 2008 10:05:38.335488000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"69","May 16, 2008 10:05:38.335494000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"70","May 16, 2008 10:05:38.342635000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"71","May 16, 2008 10:05:38.342643000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"72","May 16, 2008 10:05:38.342647000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"73","May 16, 2008 10:05:38.350266000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"74","May 16, 2008 10:05:38.350279000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"75","May 16, 2008 10:05:38.350286000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"76","May 16, 2008 10:05:38.357448000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"77","May 16, 2008 10:05:38.357456000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"78","May 16, 2008 10:05:38.357461000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"79","May 16, 2008 10:05:38.365127000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"80","May 16, 2008 10:05:38.365142000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"81","May 16, 2008 10:05:38.365150000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"82","May 16, 2008 10:05:38.372293000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"83","May 16, 2008 10:05:38.372320000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"84","May 16, 2008 10:05:38.372335000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"85","May 16, 2008 10:05:38.381377000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"86","May 16, 2008 10:05:38.381392000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"87","May 16, 2008 10:05:38.381402000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"88","May 16, 2008 10:05:38.387504000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"89","May 16, 2008 10:05:38.387519000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"90","May 16, 2008 10:05:38.387526000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"91","May 16, 2008 10:05:38.396557000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"92","May 16, 2008 10:05:38.396577000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"93","May 16, 2008 10:05:38.396586000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"94","May 16, 2008 10:05:38.402902000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"95","May 16, 2008 10:05:38.402918000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"96","May 16, 2008 10:05:38.402925000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"97","May 16, 2008 10:05:38.410597000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"98","May 16, 2008 10:05:38.410626000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"99","May 16, 2008 10:05:38.410635000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"100","May 16, 2008 10:05:38.418713000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"101","May 16, 2008 10:05:38.418728000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"102","May 16, 2008 10:05:38.418737000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"103","May 16, 2008 10:05:38.425365000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"104","May 16, 2008 10:05:38.425380000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"105","May 16, 2008 10:05:38.425388000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"106","May 16, 2008 10:05:38.431830000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"107","May 16, 2008 10:05:38.431843000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"108","May 16, 2008 10:05:38.431850000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"109","May 16, 2008 10:05:38.437278000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"110","May 16, 2008 10:05:38.437293000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"111","May 16, 2008 10:05:38.437300000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"112","May 16, 2008 10:05:38.445534000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"113","May 16, 2008 10:05:38.445553000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"114","May 16, 2008 10:05:38.445562000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"115","May 16, 2008 10:05:38.454463000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"116","May 16, 2008 10:05:38.454474000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"117","May 16, 2008 10:05:38.454480000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"118","May 16, 2008 10:05:38.462052000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"119","May 16, 2008 10:05:38.462077000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"120","May 16, 2008 10:05:38.462086000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"121","May 16, 2008 10:05:38.468114000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"122","May 16, 2008 10:05:38.468129000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"123","May 16, 2008 10:05:38.468136000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"124","May 16, 2008 10:05:38.471979000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"125","May 16, 2008 10:05:38.471994000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"126","May 16, 2008 10:05:38.472003000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"127","May 16, 2008 10:05:38.475333000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"128","May 16, 2008 10:05:38.475347000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"129","May 16, 2008 10:05:38.475356000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"130","May 16, 2008 10:05:38.478477000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"131","May 16, 2008 10:05:38.478491000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"132","May 16, 2008 10:05:38.478500000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"133","May 16, 2008 10:05:38.481852000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"134","May 16, 2008 10:05:38.481866000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"135","May 16, 2008 10:05:38.481873000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"136","May 16, 2008 10:05:38.485015000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"137","May 16, 2008 10:05:38.485028000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"138","May 16, 2008 10:05:38.485035000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"139","May 16, 2008 10:05:38.488104000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"140","May 16, 2008 10:05:38.488117000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"141","May 16, 2008 10:05:38.488124000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"142","May 16, 2008 10:05:38.491139000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"143","May 16, 2008 10:05:38.491148000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"144","May 16, 2008 10:05:38.491154000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"145","May 16, 2008 10:05:38.494230000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"146","May 16, 2008 10:05:38.494247000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"147","May 16, 2008 10:05:38.494252000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"148","May 16, 2008 10:05:38.497289000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"149","May 16, 2008 10:05:38.497308000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"150","May 16, 2008 10:05:38.497314000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"151","May 16, 2008 10:05:38.500344000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"152","May 16, 2008 10:05:38.500352000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"153","May 16, 2008 10:05:38.500357000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"154","May 16, 2008 10:05:38.503467000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"155","May 16, 2008 10:05:38.503483000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"156","May 16, 2008 10:05:38.503490000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"157","May 16, 2008 10:05:38.506529000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"158","May 16, 2008 10:05:38.506543000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"159","May 16, 2008 10:05:38.506549000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"160","May 16, 2008 10:05:38.509610000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"161","May 16, 2008 10:05:38.509623000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"162","May 16, 2008 10:05:38.509629000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"163","May 16, 2008 10:05:38.512680000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"164","May 16, 2008 10:05:38.512694000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"165","May 16, 2008 10:05:38.512704000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"166","May 16, 2008 10:05:38.515904000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"167","May 16, 2008 10:05:38.515917000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"168","May 16, 2008 10:05:38.515925000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"169","May 16, 2008 10:05:38.519202000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"170","May 16, 2008 10:05:38.519217000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"171","May 16, 2008 10:05:38.519224000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"172","May 16, 2008 10:05:38.522271000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"173","May 16, 2008 10:05:38.522286000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"174","May 16, 2008 10:05:38.522294000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"175","May 16, 2008 10:05:38.525482000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"176","May 16, 2008 10:05:38.525496000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"177","May 16, 2008 10:05:38.525502000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"178","May 16, 2008 10:05:38.528530000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"179","May 16, 2008 10:05:38.528546000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"180","May 16, 2008 10:05:38.528553000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"181","May 16, 2008 10:05:38.531593000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"182","May 16, 2008 10:05:38.531607000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"183","May 16, 2008 10:05:38.531614000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"184","May 16, 2008 10:05:38.534680000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"185","May 16, 2008 10:05:38.534692000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"186","May 16, 2008 10:05:38.534699000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"187","May 16, 2008 10:05:38.537760000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"188","May 16, 2008 10:05:38.537773000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"189","May 16, 2008 10:05:38.537780000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"190","May 16, 2008 10:05:38.540778000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"191","May 16, 2008 10:05:38.540791000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"192","May 16, 2008 10:05:38.540796000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"193","May 16, 2008 10:05:38.543886000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"194","May 16, 2008 10:05:38.543913000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"195","May 16, 2008 10:05:38.543923000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"196","May 16, 2008 10:05:38.546929000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
"197","May 16, 2008 10:05:38.546942000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"198","May 16, 2008 10:05:38.546951000 MDT","00:1b:63:98:bf:36","00:12:79:80:69:60","10.10.10.49","10.10.10.251","6"
"199","May 16, 2008 10:05:38.549995000 MDT","00:12:79:80:69:60","00:1b:63:98:bf:36","10.10.10.251","10.10.10.49","6"
