frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"37","Jun 12, 2017 19:57:47.283779000 MDT","08:00:27:e8:fe:87","08:00:27:01:27:d4","192.168.50.88","192.168.50.51","17"
"38","Jun 12, 2017 19:57:47.468074000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"39","Jun 12, 2017 19:57:47.468254000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"40","Jun 12, 2017 19:57:47.658524000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"41","Jun 12, 2017 19:57:48.099594000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"42","Jun 12, 2017 19:57:48.234139000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"43","Jun 12, 2017 19:57:48.284639000 MDT","08:00:27:01:27:d4","33:33:00:01:00:03",,,
"44","Jun 12, 2017 19:57:48.284859000 MDT","08:00:27:01:27:d4","01:00:5e:00:00:fc","192.168.50.51","224.0.0.252","17"
"45","Jun 12, 2017 19:57:48.361653000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"46","Jun 12, 2017 19:57:48.365387000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"47","Jun 12, 2017 19:57:48.392826000 MDT","08:00:27:01:27:d4","33:33:00:01:00:03",,,
"48","Jun 12, 2017 19:57:48.393020000 MDT","08:00:27:01:27:d4","01:00:5e:00:00:fc","192.168.50.51","224.0.0.252","17"
"49","Jun 12, 2017 19:57:48.596033000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"50","Jun 12, 2017 19:57:49.233804000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87",,,
"51","Jun 12, 2017 19:57:49.233834000 MDT","08:00:27:e8:fe:87","08:00:27:96:32:51",,,
"52","Jun 12, 2017 19:57:49.233858000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"53","Jun 12, 2017 19:57:49.345885000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"54","Jun 12, 2017 19:57:49.361231000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"55","Jun 12, 2017 19:57:49.365051000 MDT","08:00:27:e8:fe:87","08:00:27:5b:ee:bf","192.168.50.88","192.168.50.19","17"
"56","Jun 12, 2017 19:57:50.095670000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"57","Jun 12, 2017 19:57:50.376529000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"58","Jun 12, 2017 19:57:50.468406000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"59","Jun 12, 2017 19:57:51.099096000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"60","Jun 12, 2017 19:57:51.160119000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"61","Jun 12, 2017 19:57:51.365094000 MDT","08:00:27:5b:ee:bf","08:00:27:e8:fe:87","192.168.50.19","192.168.50.88","17"
"62","Jun 12, 2017 19:57:51.365504000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"63","Jun 12, 2017 19:57:51.468290000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"64","Jun 12, 2017 19:57:51.468485000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"65","Jun 12, 2017 19:57:51.659175000 MDT","08:00:27:01:27:d4","33:33:00:01:00:03",,,
"66","Jun 12, 2017 19:57:51.659373000 MDT","08:00:27:01:27:d4","01:00:5e:00:00:fc","192.168.50.51","224.0.0.252","17"
"67","Jun 12, 2017 19:57:51.767045000 MDT","08:00:27:01:27:d4","33:33:00:01:00:03",,,
"68","Jun 12, 2017 19:57:51.767172000 MDT","08:00:27:01:27:d4","01:00:5e:00:00:fc","192.168.50.51","224.0.0.252","17"
"69","Jun 12, 2017 19:57:51.860938000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"70","Jun 12, 2017 19:57:51.971261000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"71","Jun 12, 2017 19:57:52.099535000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"72","Jun 12, 2017 19:57:52.158353000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"73","Jun 12, 2017 19:57:52.158758000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"74","Jun 12, 2017 19:57:52.233743000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"75","Jun 12, 2017 19:57:52.720524000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"76","Jun 12, 2017 19:57:52.861673000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"77","Jun 12, 2017 19:57:53.234074000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"78","Jun 12, 2017 19:57:53.368213000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00",,,
"79","Jun 12, 2017 19:57:53.368312000 MDT","0a:00:27:00:00:00","08:00:27:e8:fe:87",,,
"80","Jun 12, 2017 19:57:53.468124000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"81","Jun 12, 2017 19:57:53.468950000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"82","Jun 12, 2017 19:57:53.470624000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"83","Jun 12, 2017 19:57:53.564252000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"84","Jun 12, 2017 19:57:53.564420000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"85","Jun 12, 2017 19:57:54.222502000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"86","Jun 12, 2017 19:57:54.364703000 MDT","08:00:27:5b:ee:bf","08:00:27:e8:fe:87","192.168.50.19","192.168.50.88","17"
"87","Jun 12, 2017 19:57:54.364840000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"88","Jun 12, 2017 19:57:54.468738000 MDT","08:00:27:e8:fe:87","08:00:27:96:32:51","192.168.50.88","192.168.50.50","17"
"89","Jun 12, 2017 19:57:54.468858000 MDT","08:00:27:e8:fe:87","08:00:27:96:32:51","192.168.50.88","192.168.50.50","17"
"90","Jun 12, 2017 19:57:54.860896000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"91","Jun 12, 2017 19:57:55.099204000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"92","Jun 12, 2017 19:57:55.158444000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"93","Jun 12, 2017 19:57:55.220779000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"94","Jun 12, 2017 19:57:55.221139000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"95","Jun 12, 2017 19:57:55.284528000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"96","Jun 12, 2017 19:57:55.861529000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"97","Jun 12, 2017 19:57:56.099184000 MDT","08:00:27:5b:ee:bf","08:00:27:e8:fe:87",,,
"98","Jun 12, 2017 19:57:56.099201000 MDT","08:00:27:e8:fe:87","08:00:27:5b:ee:bf",,,
"99","Jun 12, 2017 19:57:56.099232000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"100","Jun 12, 2017 19:57:56.861090000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87",,,
"101","Jun 12, 2017 19:57:56.861106000 MDT","08:00:27:e8:fe:87","08:00:27:01:27:d4",,,
"102","Jun 12, 2017 19:57:57.468860000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"103","Jun 12, 2017 19:57:58.220820000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"104","Jun 12, 2017 19:57:58.221176000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"105","Jun 12, 2017 19:57:58.233424000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"106","Jun 12, 2017 19:57:58.364519000 MDT","08:00:27:5b:ee:bf","08:00:27:e8:fe:87","192.168.50.19","192.168.50.88","17"
"107","Jun 12, 2017 19:57:58.364675000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"108","Jun 12, 2017 19:57:58.861009000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"109","Jun 12, 2017 19:57:59.052302000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff","192.168.50.19","255.255.255.255","17"
"110","Jun 12, 2017 19:57:59.052838000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff","192.168.50.19","192.168.50.255","17"
"111","Jun 12, 2017 19:57:59.098785000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"112","Jun 12, 2017 19:57:59.158770000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"113","Jun 12, 2017 19:57:59.233879000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"114","Jun 12, 2017 19:57:59.861477000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"115","Jun 12, 2017 19:58:00.099272000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"116","Jun 12, 2017 19:58:00.365971000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"117","Jun 12, 2017 19:58:00.366248000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"118","Jun 12, 2017 19:58:01.159136000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"119","Jun 12, 2017 19:58:01.365546000 MDT","08:00:27:e8:fe:87","08:00:27:5b:ee:bf","192.168.50.88","192.168.50.19","17"
"120","Jun 12, 2017 19:58:02.158817000 MDT","08:00:27:e8:fe:87","08:00:27:01:27:d4","192.168.50.88","192.168.50.51","17"
"121","Jun 12, 2017 19:58:02.220780000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"122","Jun 12, 2017 19:58:02.220898000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"123","Jun 12, 2017 19:58:02.366524000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"124","Jun 12, 2017 19:58:02.836598000 MDT","08:00:27:5b:ee:bf","33:33:00:01:00:02",,,
"125","Jun 12, 2017 19:58:02.861875000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"126","Jun 12, 2017 19:58:03.099812000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"127","Jun 12, 2017 19:58:03.159689000 MDT","08:00:27:01:27:d4","33:33:00:01:00:03",,,
"128","Jun 12, 2017 19:58:03.159884000 MDT","08:00:27:01:27:d4","01:00:5e:00:00:fc","192.168.50.51","224.0.0.252","17"
"129","Jun 12, 2017 19:58:03.267929000 MDT","08:00:27:01:27:d4","33:33:00:01:00:03",,,
"130","Jun 12, 2017 19:58:03.268094000 MDT","08:00:27:01:27:d4","01:00:5e:00:00:fc","192.168.50.51","224.0.0.252","17"
"131","Jun 12, 2017 19:58:03.364819000 MDT","08:00:27:5b:ee:bf","08:00:27:e8:fe:87","192.168.50.19","192.168.50.88","17"
"132","Jun 12, 2017 19:58:03.365239000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"133","Jun 12, 2017 19:58:03.471087000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"134","Jun 12, 2017 19:58:03.833300000 MDT","08:00:27:5b:ee:bf","33:33:00:01:00:02",,,
"135","Jun 12, 2017 19:58:03.861027000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"136","Jun 12, 2017 19:58:04.099076000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"137","Jun 12, 2017 19:58:04.221432000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"138","Jun 12, 2017 19:58:04.221688000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"139","Jun 12, 2017 19:58:04.723999000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"140","Jun 12, 2017 19:58:04.971020000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff","192.168.50.51","192.168.50.255","17"
"141","Jun 12, 2017 19:58:05.221243000 MDT","08:00:27:e8:fe:87","08:00:27:01:27:d4","192.168.50.88","192.168.50.51","17"
"142","Jun 12, 2017 19:58:05.234344000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"143","Jun 12, 2017 19:58:05.719091000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"144","Jun 12, 2017 19:58:05.719783000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"145","Jun 12, 2017 19:58:05.833849000 MDT","08:00:27:5b:ee:bf","33:33:00:01:00:02",,,
"146","Jun 12, 2017 19:58:06.034645000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"147","Jun 12, 2017 19:58:06.234060000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"148","Jun 12, 2017 19:58:06.365354000 MDT","08:00:27:5b:ee:bf","08:00:27:e8:fe:87","192.168.50.19","192.168.50.88","17"
"149","Jun 12, 2017 19:58:06.365520000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"150","Jun 12, 2017 19:58:06.861754000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"151","Jun 12, 2017 19:58:07.033415000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"152","Jun 12, 2017 19:58:07.033798000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"153","Jun 12, 2017 19:58:07.099001000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"154","Jun 12, 2017 19:58:07.221005000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"155","Jun 12, 2017 19:58:07.221384000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"156","Jun 12, 2017 19:58:07.861245000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"157","Jun 12, 2017 19:58:08.099426000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"158","Jun 12, 2017 19:58:08.718626000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"159","Jun 12, 2017 19:58:08.718759000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"160","Jun 12, 2017 19:58:09.233822000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"161","Jun 12, 2017 19:58:09.366968000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"162","Jun 12, 2017 19:58:09.367325000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"163","Jun 12, 2017 19:58:09.367606000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"164","Jun 12, 2017 19:58:09.833723000 MDT","08:00:27:5b:ee:bf","33:33:00:01:00:02",,,
"165","Jun 12, 2017 19:58:10.033846000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"166","Jun 12, 2017 19:58:10.034011000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"167","Jun 12, 2017 19:58:10.221368000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"168","Jun 12, 2017 19:58:10.233705000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"169","Jun 12, 2017 19:58:10.364138000 MDT","08:00:27:5b:ee:bf","08:00:27:e8:fe:87","192.168.50.19","192.168.50.88","17"
"170","Jun 12, 2017 19:58:10.364266000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"171","Jun 12, 2017 19:58:10.861571000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"172","Jun 12, 2017 19:58:11.099180000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"173","Jun 12, 2017 19:58:11.718270000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"174","Jun 12, 2017 19:58:11.861310000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"175","Jun 12, 2017 19:58:12.098808000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"176","Jun 12, 2017 19:58:12.365624000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"177","Jun 12, 2017 19:58:12.365842000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"178","Jun 12, 2017 19:58:12.438609000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"179","Jun 12, 2017 19:58:12.718174000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"180","Jun 12, 2017 19:58:13.233949000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"181","Jun 12, 2017 19:58:13.365472000 MDT","08:00:27:e8:fe:87","08:00:27:5b:ee:bf","192.168.50.88","192.168.50.19","17"
"182","Jun 12, 2017 19:58:13.437109000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"183","Jun 12, 2017 19:58:13.437585000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"184","Jun 12, 2017 19:58:14.033244000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"185","Jun 12, 2017 19:58:14.033393000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"186","Jun 12, 2017 19:58:14.220792000 MDT","08:00:27:01:27:d4","08:00:27:e8:fe:87","192.168.50.51","192.168.50.88","17"
"187","Jun 12, 2017 19:58:14.233770000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"188","Jun 12, 2017 19:58:14.368940000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"189","Jun 12, 2017 19:58:14.718380000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"190","Jun 12, 2017 19:58:14.720013000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"191","Jun 12, 2017 19:58:14.860982000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"192","Jun 12, 2017 19:58:15.099179000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"193","Jun 12, 2017 19:58:15.364991000 MDT","08:00:27:5b:ee:bf","08:00:27:e8:fe:87","192.168.50.19","192.168.50.88","17"
"194","Jun 12, 2017 19:58:15.365409000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"195","Jun 12, 2017 19:58:15.719669000 MDT","08:00:27:e8:fe:87","08:00:27:96:32:51","192.168.50.88","192.168.50.50","17"
"196","Jun 12, 2017 19:58:15.719819000 MDT","08:00:27:e8:fe:87","08:00:27:96:32:51","192.168.50.88","192.168.50.50","17"
"197","Jun 12, 2017 19:58:15.861814000 MDT","08:00:27:01:27:d4","ff:ff:ff:ff:ff:ff",,,
"198","Jun 12, 2017 19:58:16.034143000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"199","Jun 12, 2017 19:58:16.099035000 MDT","08:00:27:5b:ee:bf","ff:ff:ff:ff:ff:ff",,,
"200","Jun 12, 2017 19:58:16.221673000 MDT","08:00:27:e8:fe:87","0a:00:27:00:00:00","192.168.50.88","8.8.4.4","17"
"201","Jun 12, 2017 19:58:16.437233000 MDT","08:00:27:96:32:51","08:00:27:e8:fe:87","192.168.50.50","192.168.50.88","17"
"202","Jun 12, 2017 19:58:16.437423000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"203","Jun 12, 2017 19:58:17.034042000 MDT","08:00:27:e8:fe:87","08:00:27:01:27:d4","192.168.50.88","192.168.50.51","17"
"204","Jun 12, 2017 19:58:17.221581000 MDT","08:00:27:e8:fe:87","08:00:27:01:27:d4","192.168.50.88","192.168.50.51","17"
"205","Jun 12, 2017 19:58:17.233706000 MDT","08:00:27:96:32:51","ff:ff:ff:ff:ff:ff",,,
"206","Jun 12, 2017 19:58:17.833874000 MDT","08:00:27:5b:ee:bf","33:33:00:01:00:02",,,
"207","Jun 12, 2017 19:58:18.034929000 MDT","08:00:27:01:27:d4","33:33:00:01:00:03",,,
"208","Jun 12, 2017 19:58:18.035142000 MDT","08:00:27:01:27:d4","01:00:5e:00:00:fc","192.168.50.51","224.0.0.252","17"
