frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"67","Jun 14, 2017 21:50:55.953402000 MDT","08:00:27:f9:40:2f","ff:ff:ff:ff:ff:ff",,,
"68","Jun 14, 2017 21:50:56.661946000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","91.189.89.199","17"
"69","Jun 14, 2017 21:50:56.813344000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","91.189.89.199","192.168.50.88","17"
"70","Jun 14, 2017 21:50:56.952461000 MDT","08:00:27:f9:40:2f","ff:ff:ff:ff:ff:ff",,,
"71","Jun 14, 2017 21:50:58.952212000 MDT","08:00:27:f9:40:2f","33:33:00:00:00:02",,,
"72","Jun 14, 2017 21:51:01.667307000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96",,,
"73","Jun 14, 2017 21:51:01.667616000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87",,,
"74","Jun 14, 2017 21:51:02.143119000 MDT","08:00:27:85:69:b3","ff:ff:ff:ff:ff:ff",,,
"75","Jun 14, 2017 21:51:02.145465000 MDT","08:00:27:85:69:b3","33:33:ff:d8:6f:ca",,,
"76","Jun 14, 2017 21:51:02.145640000 MDT","08:00:27:85:69:b3","33:33:00:00:00:02",,,
"77","Jun 14, 2017 21:51:02.145829000 MDT","08:00:27:85:69:b3","33:33:00:00:00:16",,,
"78","Jun 14, 2017 21:51:02.642234000 MDT","08:00:27:85:69:b3","33:33:00:00:00:16",,,
"79","Jun 14, 2017 21:51:02.952224000 MDT","08:00:27:f9:40:2f","33:33:00:00:00:02",,,
"80","Jun 14, 2017 21:51:03.142510000 MDT","08:00:27:85:69:b3","ff:ff:ff:ff:ff:ff",,,
"81","Jun 14, 2017 21:51:04.143903000 MDT","08:00:27:85:69:b3","ff:ff:ff:ff:ff:ff",,,
"82","Jun 14, 2017 21:51:06.142734000 MDT","08:00:27:85:69:b3","33:33:00:00:00:02",,,
"83","Jun 14, 2017 21:51:10.142193000 MDT","08:00:27:85:69:b3","33:33:00:00:00:02",,,
"84","Jun 14, 2017 21:51:24.556882000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"85","Jun 14, 2017 21:51:24.994805000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"86","Jun 14, 2017 21:51:24.995213000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"87","Jun 14, 2017 21:51:25.091335000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"88","Jun 14, 2017 21:51:25.091549000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"89","Jun 14, 2017 21:51:25.294442000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"90","Jun 14, 2017 21:51:25.441918000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"91","Jun 14, 2017 21:51:26.043665000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"92","Jun 14, 2017 21:51:26.184698000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"93","Jun 14, 2017 21:51:26.187133000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff",,,
"94","Jun 14, 2017 21:51:26.794071000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"95","Jun 14, 2017 21:51:26.935066000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"96","Jun 14, 2017 21:51:27.692130000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff",,,
"97","Jun 14, 2017 21:51:27.693691000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"98","Jun 14, 2017 21:51:27.693884000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"99","Jun 14, 2017 21:51:27.794266000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"100","Jun 14, 2017 21:51:27.794389000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"101","Jun 14, 2017 21:51:27.997572000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"102","Jun 14, 2017 21:51:28.747523000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"103","Jun 14, 2017 21:51:29.497479000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"104","Jun 14, 2017 21:51:30.247848000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"105","Jun 14, 2017 21:51:30.248072000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"106","Jun 14, 2017 21:51:30.357098000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"107","Jun 14, 2017 21:51:30.357210000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"108","Jun 14, 2017 21:51:30.489801000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff",,,
"109","Jun 14, 2017 21:51:30.489828000 MDT","08:00:27:e8:fe:87","08:00:27:0a:48:4c",,,
"110","Jun 14, 2017 21:51:30.490005000 MDT","08:00:27:0a:48:4c","08:00:27:e8:fe:87","192.168.50.59","192.168.50.88","17"
"111","Jun 14, 2017 21:51:30.490464000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"112","Jun 14, 2017 21:51:30.490628000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"113","Jun 14, 2017 21:51:30.494506000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"114","Jun 14, 2017 21:51:30.494813000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"115","Jun 14, 2017 21:51:30.495145000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"116","Jun 14, 2017 21:51:30.560269000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"117","Jun 14, 2017 21:51:30.573925000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"118","Jun 14, 2017 21:51:30.574319000 MDT","08:00:27:e8:fe:87","08:00:27:0a:48:4c","192.168.50.88","192.168.50.59","17"
"119","Jun 14, 2017 21:51:30.579705000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff",,,
"120","Jun 14, 2017 21:51:30.594750000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff",,,
"121","Jun 14, 2017 21:51:30.595602000 MDT","08:00:27:0a:48:4c","33:33:00:00:00:16",,,
"122","Jun 14, 2017 21:51:30.595815000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:16","192.168.50.59","224.0.0.22","2"
"123","Jun 14, 2017 21:51:30.597296000 MDT","08:00:27:0a:48:4c","33:33:00:00:00:16",,,
"124","Jun 14, 2017 21:51:30.597558000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:16","192.168.50.59","224.0.0.22","2"
"125","Jun 14, 2017 21:51:30.598083000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"126","Jun 14, 2017 21:51:30.598258000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"127","Jun 14, 2017 21:51:30.701008000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"128","Jun 14, 2017 21:51:30.701196000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"129","Jun 14, 2017 21:51:30.747223000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:16","192.168.50.59","224.0.0.22","2"
"130","Jun 14, 2017 21:51:30.747235000 MDT","08:00:27:0a:48:4c","33:33:00:00:00:16",,,
"131","Jun 14, 2017 21:51:30.750810000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff",,,
"132","Jun 14, 2017 21:51:30.903659000 MDT","08:00:27:0a:48:4c","33:33:00:00:00:16",,,
"133","Jun 14, 2017 21:51:30.903832000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:16","192.168.50.59","224.0.0.22","2"
"134","Jun 14, 2017 21:51:30.904110000 MDT","08:00:27:0a:48:4c","33:33:00:00:00:16",,,
"135","Jun 14, 2017 21:51:30.904374000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:16","192.168.50.59","224.0.0.22","2"
"136","Jun 14, 2017 21:51:30.905132000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"137","Jun 14, 2017 21:51:30.905364000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"138","Jun 14, 2017 21:51:31.013011000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"139","Jun 14, 2017 21:51:31.013183000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"140","Jun 14, 2017 21:51:31.247267000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:16","192.168.50.59","224.0.0.22","2"
"141","Jun 14, 2017 21:51:31.247422000 MDT","08:00:27:0a:48:4c","33:33:00:00:00:16",,,
"142","Jun 14, 2017 21:51:31.310067000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"143","Jun 14, 2017 21:51:32.059209000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"144","Jun 14, 2017 21:51:32.810309000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"145","Jun 14, 2017 21:51:32.810507000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"146","Jun 14, 2017 21:51:32.919330000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"147","Jun 14, 2017 21:51:32.919494000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"148","Jun 14, 2017 21:51:33.122370000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"149","Jun 14, 2017 21:51:33.588767000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"150","Jun 14, 2017 21:51:33.588958000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"151","Jun 14, 2017 21:51:33.589246000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"152","Jun 14, 2017 21:51:33.589436000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"153","Jun 14, 2017 21:51:33.684566000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"154","Jun 14, 2017 21:51:33.684752000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"155","Jun 14, 2017 21:51:33.684909000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"156","Jun 14, 2017 21:51:33.685083000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"157","Jun 14, 2017 21:51:33.872565000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"158","Jun 14, 2017 21:51:33.888186000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"159","Jun 14, 2017 21:51:33.888449000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"160","Jun 14, 2017 21:51:34.622653000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"161","Jun 14, 2017 21:51:34.638013000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"162","Jun 14, 2017 21:51:34.638571000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"163","Jun 14, 2017 21:51:35.373036000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"164","Jun 14, 2017 21:51:35.373243000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"165","Jun 14, 2017 21:51:35.388082000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"166","Jun 14, 2017 21:51:35.388448000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"167","Jun 14, 2017 21:51:35.481736000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"168","Jun 14, 2017 21:51:35.481915000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"169","Jun 14, 2017 21:51:35.509518000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87",,,
"170","Jun 14, 2017 21:51:35.509548000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96",,,
"171","Jun 14, 2017 21:51:35.685683000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"172","Jun 14, 2017 21:51:36.434481000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"173","Jun 14, 2017 21:51:36.674519000 MDT","08:00:27:0a:48:4c","08:00:27:e8:fe:87","192.168.50.59","192.168.50.88","17"
"174","Jun 14, 2017 21:51:36.674989000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"175","Jun 14, 2017 21:51:36.675141000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"176","Jun 14, 2017 21:51:36.679970000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"177","Jun 14, 2017 21:51:36.695375000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"178","Jun 14, 2017 21:51:36.695798000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"179","Jun 14, 2017 21:51:36.708063000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"180","Jun 14, 2017 21:51:36.708740000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"181","Jun 14, 2017 21:51:36.743896000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"182","Jun 14, 2017 21:51:36.744365000 MDT","08:00:27:e8:fe:87","08:00:27:0a:48:4c","192.168.50.88","192.168.50.59","17"
"183","Jun 14, 2017 21:51:37.184673000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"184","Jun 14, 2017 21:51:37.563940000 MDT","08:00:27:0a:48:4c","08:00:27:e8:fe:87","192.168.50.59","192.168.50.88","17"
"185","Jun 14, 2017 21:51:37.564213000 MDT","08:00:27:e8:fe:87","08:00:27:0a:48:4c","192.168.50.88","192.168.50.59","17"
"186","Jun 14, 2017 21:51:37.935436000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"187","Jun 14, 2017 21:51:37.935634000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"188","Jun 14, 2017 21:51:38.044853000 MDT","08:00:27:0a:48:4c","33:33:00:01:00:03",,,
"189","Jun 14, 2017 21:51:38.045071000 MDT","08:00:27:0a:48:4c","01:00:5e:00:00:fc","192.168.50.59","224.0.0.252","17"
"190","Jun 14, 2017 21:51:38.247690000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"191","Jun 14, 2017 21:51:38.997420000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"192","Jun 14, 2017 21:51:39.747514000 MDT","08:00:27:0a:48:4c","ff:ff:ff:ff:ff:ff","192.168.50.59","192.168.50.255","17"
"193","Jun 14, 2017 21:51:41.747428000 MDT","08:00:27:e8:fe:87","08:00:27:0a:48:4c",,,
"194","Jun 14, 2017 21:51:41.747926000 MDT","08:00:27:0a:48:4c","08:00:27:e8:fe:87",,,
"195","Jun 14, 2017 21:52:18.516409000 MDT","08:00:27:0a:48:4c","08:00:27:e8:fe:87","192.168.50.59","192.168.50.88","17"
"196","Jun 14, 2017 21:52:18.516926000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"197","Jun 14, 2017 21:52:18.517072000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"198","Jun 14, 2017 21:52:18.520903000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"199","Jun 14, 2017 21:52:18.521225000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"200","Jun 14, 2017 21:52:18.521978000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"201","Jun 14, 2017 21:52:18.533607000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87","8.8.8.8","192.168.50.88","17"
"202","Jun 14, 2017 21:52:18.534201000 MDT","08:00:27:e8:fe:87","08:00:27:0a:48:4c","192.168.50.88","192.168.50.59","17"
"203","Jun 14, 2017 21:52:23.247134000 MDT","08:00:27:0a:48:4c","08:00:27:e8:fe:87",,,
"204","Jun 14, 2017 21:52:23.247154000 MDT","08:00:27:e8:fe:87","08:00:27:0a:48:4c",,,
"205","Jun 14, 2017 21:52:23.523315000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96",,,
"206","Jun 14, 2017 21:52:23.523611000 MDT","08:00:27:29:6f:96","08:00:27:e8:fe:87",,,
"207","Jun 14, 2017 21:52:23.756562000 MDT","08:00:27:29:6f:96","ff:ff:ff:ff:ff:ff",,,
"208","Jun 14, 2017 21:52:24.639234000 MDT","08:00:27:0a:48:4c","08:00:27:e8:fe:87","192.168.50.59","192.168.50.88","17"
"209","Jun 14, 2017 21:52:24.639722000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
"210","Jun 14, 2017 21:52:24.639876000 MDT","08:00:27:e8:fe:87","08:00:27:29:6f:96","192.168.50.88","8.8.8.8","17"
